user_id,departure_address,latitude,longitude,arrival_datetime,max_duration,max_cost,num_passenger,num_luggage,with_children
43,"충청남도,서산시,동문동",36.782492,126.451343,2024-07-09 16:08:38.261072,150,15000,6,3,2
44,"광주,북구,문흥동",35.179975,126.931675,2024-06-21 00:26:29.677108,300,15000,5,2,1
45,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-06-04 07:34:01.139508,120,15000,1,4,3
46,"부산,수영구,광안동",35.153034,129.112549,2024-07-01 13:10:59.875633,180,15000,3,3,3
47,"전라남도,목포시,용당동",34.80924,126.424993,2024-07-08 12:16:18.263270,120,25000,2,1,2
48,"강원도,춘천시,퇴계동",37.865694,127.724018,2024-05-26 09:02:19.355209,180,15000,3,1,2
49,"경상남도,김해시,삼계동",35.227423,128.889092,2024-07-01 02:28:42.038039,300,35000,6,2,0
50,"전라북도,익산시,모현동",35.943108,126.945472,2024-06-09 20:10:50.968622,240,25000,2,3,1
51,"서울,종로구,삼청동",37.58861,126.981469,2024-06-26 21:31:22.835193,210,35000,3,3,1
52,"경상남도,창원시,상남동",35.23357,128.68104,2024-06-12 00:40:06.139525,150,30000,6,2,1
53,"울산,중구,학산동",35.553244,129.254319,2024-06-18 14:16:17.505697,60,15000,2,5,3
54,"울산,중구,학산동",35.553244,129.254319,2024-06-10 19:29:41.281439,270,25000,3,1,1
55,"전라남도,순천시,연향동",34.957456,127.488889,2024-07-03 13:38:13.221330,210,25000,6,6,1
56,"광주,동구,지산동",35.140604,126.923725,2024-05-23 20:47:00.803867,180,35000,6,3,0
57,"울산,남구,삼산동",35.538377,129.337707,2024-06-27 03:09:26.136528,300,30000,2,3,3
58,"대구,중구,동인동",35.871309,128.597235,2024-06-29 14:33:52.467214,90,15000,5,1,2
59,"울산,중구,학산동",35.553244,129.254319,2024-05-28 07:32:11.854776,270,30000,6,4,0
60,"대구,중구,동인동",35.871309,128.597235,2024-07-14 22:34:58.565361,180,35000,5,6,3
61,"대구,수성구,범어동",35.858366,128.628559,2024-06-16 02:19:11.125550,300,25000,6,2,0
62,"서울,강남구,삼성동",37.514086,127.056364,2024-07-07 18:10:32.761111,120,20000,3,2,1
63,"인천,남동구,구월동",37.449972,126.709778,2024-06-29 14:54:02.454923,240,35000,1,6,0
64,"전라남도,목포시,용당동",34.80924,126.424993,2024-06-10 14:00:05.517817,270,35000,4,6,2
65,"광주,동구,지산동",35.140604,126.923725,2024-05-24 08:23:54.456783,240,15000,4,4,0
66,"대전,중구,은행동",36.325645,127.423554,2024-07-19 17:59:47.117026,300,25000,3,1,2
67,"충청북도,제천시,하소동",37.139092,128.194685,2024-06-18 08:59:24.387487,90,35000,6,3,2
68,"전라북도,전주시,송천동",35.84237,127.106548,2024-07-01 12:16:53.306821,60,30000,6,1,0
69,"대전,중구,은행동",36.325645,127.423554,2024-05-25 15:17:02.604687,210,15000,2,5,1
70,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-02 06:48:17.608976,300,15000,4,2,2
71,"경상북도,구미시,원평동",36.119728,128.344754,2024-06-17 23:42:11.880227,210,35000,2,2,1
72,"경상북도,경주시,성건동",35.841689,129.20476,2024-07-12 13:28:22.400301,300,30000,2,2,3
73,"서울,종로구,삼청동",37.58861,126.981469,2024-06-11 06:35:04.206682,270,20000,3,4,2
74,"대구,동구,효목동",35.882869,128.636291,2024-06-27 22:35:44.870663,300,35000,2,1,3
75,"경기도,성남시,정자동",37.359978,127.105793,2024-07-19 15:25:18.523219,180,25000,6,2,0
76,"경상남도,진주시,상봉동",35.180434,128.107464,2024-06-30 11:55:05.049686,90,15000,4,5,2
77,"경상북도,구미시,원평동",36.119728,128.344754,2024-05-26 09:22:17.365164,270,35000,3,4,2
78,"충청남도,아산시,배방읍",36.775981,127.050716,2024-07-17 14:42:24.282042,210,20000,2,3,3
79,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-15 15:33:42.237982,270,30000,2,5,1
80,"경기도,수원시,우만동",37.293735,127.009632,2024-06-05 13:19:35.953811,240,20000,1,1,3
81,"경상남도,창원시,상남동",35.23357,128.68104,2024-06-14 09:07:35.652296,90,35000,2,5,2
82,"충청북도,제천시,하소동",37.139092,128.194685,2024-06-08 19:28:11.599310,120,20000,4,6,1
83,"광주,북구,문흥동",35.179975,126.931675,2024-07-11 21:23:53.934300,180,30000,6,2,1
84,"경상북도,포항시,해도동",35.994724,129.374189,2024-06-25 18:55:17.339360,210,30000,2,3,3
85,"대구,중구,동인동",35.871309,128.597235,2024-06-12 16:59:44.786535,60,25000,5,6,3
86,"경상남도,김해시,삼계동",35.227423,128.889092,2024-06-02 03:34:42.994610,90,30000,4,1,2
87,"대전,서구,둔산동",36.354566,127.378047,2024-06-07 04:48:09.410136,90,30000,5,6,0
88,"충청북도,충주시,연수동",36.983476,127.926342,2024-06-12 18:24:16.004608,270,30000,5,3,3
89,"부산,사하구,감천동",35.098774,128.967137,2024-07-07 15:12:36.053795,90,35000,5,2,2
90,"충청남도,서산시,동문동",36.782492,126.451343,2024-07-04 01:52:36.600062,60,30000,4,3,1
91,"경상남도,김해시,삼계동",35.227423,128.889092,2024-06-06 05:44:34.745133,240,25000,2,2,0
92,"전라북도,익산시,모현동",35.943108,126.945472,2024-06-02 17:25:39.115036,150,25000,6,1,3
93,"전라북도,익산시,모현동",35.943108,126.945472,2024-06-11 08:20:54.841323,240,25000,5,2,0
94,"충청북도,제천시,하소동",37.139092,128.194685,2024-07-19 18:13:50.051139,240,25000,4,2,2
95,"경상북도,구미시,원평동",36.119728,128.344754,2024-06-24 14:23:09.832644,60,35000,4,1,1
96,"대전,서구,둔산동",36.354566,127.378047,2024-06-07 18:33:52.024349,150,15000,3,1,3
97,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-05-30 18:19:27.049945,60,30000,4,6,1
98,"경기도,성남시,정자동",37.359978,127.105793,2024-07-13 11:48:32.615329,270,35000,4,5,2
99,"대구,중구,동인동",35.871309,128.597235,2024-07-15 20:11:28.756120,240,20000,3,1,0
100,"인천,남동구,구월동",37.449972,126.709778,2024-06-28 17:48:12.070086,150,25000,4,2,0
101,"광주,북구,문흥동",35.179975,126.931675,2024-06-30 04:00:38.066569,300,15000,3,1,3
102,"충청북도,충주시,연수동",36.983476,127.926342,2024-06-03 03:31:35.610300,240,35000,2,1,0
103,"부산,수영구,광안동",35.153034,129.112549,2024-06-17 08:15:29.459202,270,35000,4,3,0
104,"전라북도,익산시,모현동",35.943108,126.945472,2024-07-07 19:59:11.358568,210,25000,2,2,1
105,"강원도,원주시,단구동",37.341945,127.945571,2024-06-29 20:53:48.867739,60,15000,3,4,2
106,"충청남도,천안시,두정동",36.822743,127.14326,2024-06-13 21:13:58.322078,180,25000,5,4,0
107,"경기도,용인시,보정동",37.312194,127.107635,2024-07-13 21:40:30.113940,300,35000,1,3,3
108,"경상북도,경주시,성건동",35.841689,129.20476,2024-06-27 12:36:07.289093,300,25000,4,3,2
109,"충청북도,충주시,연수동",36.983476,127.926342,2024-06-04 12:42:26.108753,90,25000,1,3,1
110,"서울,강남구,삼성동",37.514086,127.056364,2024-07-07 08:48:13.335445,90,15000,5,4,1
111,"대전,유성구,봉명동",36.353342,127.335049,2024-06-17 07:25:36.724396,300,20000,5,2,1
112,"경상남도,창원시,상남동",35.23357,128.68104,2024-07-05 03:33:58.074661,300,20000,3,4,3
113,"대전,유성구,봉명동",36.353342,127.335049,2024-07-09 23:51:23.568569,270,15000,2,1,0
114,"경상북도,구미시,원평동",36.119728,128.344754,2024-06-24 04:41:26.270292,210,25000,3,1,3
115,"서울,종로구,삼청동",37.58861,126.981469,2024-07-12 13:53:27.401511,90,30000,6,3,2
116,"경상남도,창원시,상남동",35.23357,128.68104,2024-06-14 14:59:59.240599,150,30000,2,3,0
117,"대구,중구,동인동",35.871309,128.597235,2024-06-07 11:55:03.191571,270,20000,3,2,1
118,"부산,해운대구,우동",35.163184,129.163564,2024-06-11 17:37:52.798656,300,25000,5,2,1
119,"광주,북구,문흥동",35.179975,126.931675,2024-07-08 05:07:41.696061,240,20000,1,6,2
120,"경상북도,구미시,원평동",36.119728,128.344754,2024-06-09 15:50:32.236445,270,30000,1,4,3
121,"경상북도,구미시,원평동",36.119728,128.344754,2024-05-21 00:07:01.798490,210,35000,1,2,2
122,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-05-31 20:58:54.321729,60,15000,6,6,2
123,"경상북도,포항시,해도동",35.994724,129.374189,2024-07-15 17:10:03.576387,180,20000,5,3,2
124,"전라북도,군산시,조촌동",35.97358,126.687572,2024-06-20 01:17:06.904281,270,15000,6,2,3
125,"경상남도,창원시,상남동",35.23357,128.68104,2024-07-01 00:43:31.206302,120,15000,5,3,1
126,"인천,남동구,구월동",37.449972,126.709778,2024-07-02 17:17:11.646701,270,35000,2,3,0
127,"광주,북구,문흥동",35.179975,126.931675,2024-06-09 21:17:00.609710,150,15000,3,1,3
128,"인천,부평구,부평동",37.490398,126.725359,2024-06-28 14:23:37.143499,60,30000,5,1,1
129,"충청남도,천안시,두정동",36.822743,127.14326,2024-06-24 23:25:04.026675,180,15000,2,2,3
130,"서울,송파구,잠실동",37.51154,127.082563,2024-06-16 19:46:33.457605,210,15000,5,5,1
131,"광주,서구,치평동",35.151066,126.849492,2024-05-28 14:50:23.927573,300,30000,5,5,2
132,"경상북도,경주시,성건동",35.841689,129.20476,2024-06-18 08:12:59.635000,150,15000,5,6,0
133,"충청북도,제천시,하소동",37.139092,128.194685,2024-05-25 18:58:18.846877,150,20000,1,2,3
134,"경상남도,김해시,삼계동",35.227423,128.889092,2024-06-12 15:58:19.072109,240,35000,4,4,3
135,"충청남도,서산시,동문동",36.782492,126.451343,2024-07-07 21:12:00.581239,60,15000,4,5,2
136,"강원도,춘천시,퇴계동",37.865694,127.724018,2024-05-25 10:14:28.140978,150,25000,6,4,3
137,"강원도,춘천시,퇴계동",37.865694,127.724018,2024-06-08 10:41:42.674177,60,35000,4,4,2
138,"울산,남구,삼산동",35.538377,129.337707,2024-06-27 06:59:03.525458,240,20000,3,2,1
139,"인천,남동구,구월동",37.449972,126.709778,2024-05-26 16:24:03.453086,180,25000,3,1,3
140,"경기도,용인시,보정동",37.312194,127.107635,2024-07-10 03:11:46.268870,150,20000,2,5,0
141,"인천,연수구,연수동",37.418887,126.678118,2024-06-10 09:05:00.873758,90,35000,4,3,1
142,"강원도,원주시,단구동",37.341945,127.945571,2024-06-17 04:03:33.335381,240,20000,6,4,2
143,"충청북도,제천시,하소동",37.139092,128.194685,2024-05-31 16:06:56.898318,120,35000,1,2,1
144,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-06-27 17:19:38.640847,180,15000,2,1,1
145,"경상남도,김해시,삼계동",35.227423,128.889092,2024-07-11 07:08:50.258098,210,25000,2,4,2
146,"충청북도,충주시,연수동",36.983476,127.926342,2024-07-19 03:02:24.623690,210,30000,4,6,3
147,"경상남도,창원시,상남동",35.23357,128.68104,2024-07-09 13:07:57.310148,60,15000,3,4,2
148,"울산,동구,전하동",35.482112,129.429259,2024-06-15 14:47:31.731586,60,25000,3,3,1
149,"충청북도,제천시,하소동",37.139092,128.194685,2024-05-29 01:54:34.877668,210,20000,5,2,0
150,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-17 11:43:59.372895,270,20000,5,6,3
151,"충청남도,아산시,배방읍",36.775981,127.050716,2024-05-29 04:07:29.715575,150,25000,2,6,0
152,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-18 13:03:02.263199,300,30000,6,3,0
153,"광주,북구,문흥동",35.179975,126.931675,2024-06-28 23:54:18.495095,60,35000,1,4,3
154,"전라북도,익산시,모현동",35.943108,126.945472,2024-07-16 17:33:43.438896,60,35000,5,1,1
155,"충청북도,청주시,용암동",36.614387,127.488491,2024-06-17 02:46:13.908670,150,25000,2,1,1
156,"서울,송파구,잠실동",37.51154,127.082563,2024-05-23 10:07:47.427809,240,35000,3,3,0
157,"인천,남동구,구월동",37.449972,126.709778,2024-06-19 06:59:03.008976,60,20000,4,6,2
158,"서울,종로구,삼청동",37.58861,126.981469,2024-06-07 02:49:06.601933,180,30000,1,5,3
159,"충청남도,아산시,배방읍",36.775981,127.050716,2024-06-20 14:13:59.284830,210,15000,4,1,3
160,"경기도,성남시,정자동",37.359978,127.105793,2024-07-01 17:43:15.596006,240,35000,4,6,2
161,"서울,강남구,삼성동",37.514086,127.056364,2024-06-11 21:58:43.810028,300,35000,5,6,1
162,"대구,동구,효목동",35.882869,128.636291,2024-06-09 23:04:01.472943,90,15000,5,4,0
163,"대전,중구,은행동",36.325645,127.423554,2024-07-03 04:26:15.799468,150,35000,1,4,2
164,"경상북도,포항시,해도동",35.994724,129.374189,2024-07-02 14:34:18.095319,90,30000,2,3,3
165,"강원도,강릉시,포남동",37.753878,128.890478,2024-07-08 01:21:00.944385,60,20000,2,4,1
166,"충청남도,아산시,배방읍",36.775981,127.050716,2024-07-07 17:48:02.489942,120,25000,2,5,3
167,"전라남도,목포시,용당동",34.80924,126.424993,2024-06-15 20:19:01.527761,150,35000,6,1,3
168,"강원도,원주시,단구동",37.341945,127.945571,2024-06-05 19:59:38.635037,150,20000,5,3,0
169,"인천,부평구,부평동",37.490398,126.725359,2024-07-04 20:52:32.492001,300,35000,5,1,0
170,"인천,남동구,구월동",37.449972,126.709778,2024-06-10 07:43:45.536914,60,25000,6,6,1
171,"전라남도,순천시,연향동",34.957456,127.488889,2024-07-13 14:11:49.847162,120,25000,2,2,0
172,"부산,수영구,광안동",35.153034,129.112549,2024-07-12 14:01:10.485608,270,30000,2,3,0
173,"울산,중구,학산동",35.553244,129.254319,2024-06-27 12:00:27.680683,90,25000,2,3,2
174,"대구,중구,동인동",35.871309,128.597235,2024-05-21 23:01:20.569700,270,25000,6,1,1
175,"대전,서구,둔산동",36.354566,127.378047,2024-06-28 06:05:38.242055,90,20000,2,4,1
176,"충청북도,제천시,하소동",37.139092,128.194685,2024-06-20 02:49:14.620972,300,25000,6,1,3
177,"경상남도,진주시,상봉동",35.180434,128.107464,2024-07-12 18:27:55.312715,210,25000,1,4,1
178,"강원도,춘천시,퇴계동",37.865694,127.724018,2024-07-06 09:06:17.025033,210,15000,5,4,1
179,"충청북도,청주시,용암동",36.614387,127.488491,2024-07-04 04:46:29.030681,180,35000,2,2,3
180,"대구,중구,동인동",35.871309,128.597235,2024-07-16 03:38:08.214226,300,25000,3,5,1
181,"대구,수성구,범어동",35.858366,128.628559,2024-07-09 07:43:04.051487,240,20000,2,5,3
182,"충청북도,제천시,하소동",37.139092,128.194685,2024-05-26 03:25:35.294877,120,30000,1,5,0
183,"강원도,원주시,단구동",37.341945,127.945571,2024-06-02 13:47:04.132414,60,35000,5,6,2
184,"대전,유성구,봉명동",36.353342,127.335049,2024-06-14 02:08:24.097869,90,20000,3,6,2
185,"경상북도,포항시,해도동",35.994724,129.374189,2024-06-01 15:49:39.181882,60,30000,1,3,2
186,"대구,수성구,범어동",35.858366,128.628559,2024-06-02 19:03:03.652550,150,20000,5,5,1
187,"인천,부평구,부평동",37.490398,126.725359,2024-07-03 05:00:50.685484,90,35000,1,5,1
188,"전라남도,순천시,연향동",34.957456,127.488889,2024-06-16 13:43:20.575599,270,20000,4,2,0
189,"경상북도,구미시,원평동",36.119728,128.344754,2024-07-10 02:14:54.114814,300,35000,6,2,1
190,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-12 06:51:45.940591,150,35000,2,2,2
191,"서울,송파구,잠실동",37.51154,127.082563,2024-05-21 05:06:38.737456,180,35000,3,5,2
192,"대구,동구,효목동",35.882869,128.636291,2024-06-11 13:05:48.327239,60,35000,4,2,3
193,"울산,동구,전하동",35.482112,129.429259,2024-06-28 04:49:40.544238,240,15000,5,2,2
194,"대전,중구,은행동",36.325645,127.423554,2024-06-03 07:18:33.888664,240,15000,1,6,2
195,"부산,해운대구,우동",35.163184,129.163564,2024-05-28 19:25:27.706174,300,35000,1,2,2
196,"서울,강남구,삼성동",37.514086,127.056364,2024-06-02 03:57:42.979695,300,25000,5,4,1
197,"인천,연수구,연수동",37.418887,126.678118,2024-06-20 06:20:55.084627,300,35000,5,5,2
198,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-05-24 01:31:41.373291,240,25000,3,2,2
199,"경기도,용인시,보정동",37.312194,127.107635,2024-05-26 14:50:07.514288,150,30000,1,2,1
200,"경기도,성남시,정자동",37.359978,127.105793,2024-06-20 23:32:16.788746,270,35000,6,6,2
201,"부산,사하구,감천동",35.098774,128.967137,2024-06-13 18:19:53.646355,180,15000,5,2,3
202,"광주,서구,치평동",35.151066,126.849492,2024-07-03 06:19:58.175016,300,25000,4,3,3
203,"전라남도,목포시,용당동",34.80924,126.424993,2024-07-02 13:57:18.389947,180,25000,3,2,3
204,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-05-22 13:36:13.489669,150,35000,5,4,1
205,"부산,수영구,광안동",35.153034,129.112549,2024-07-02 05:21:47.306341,120,25000,1,2,1
206,"대구,중구,동인동",35.871309,128.597235,2024-05-29 17:23:09.139238,150,30000,1,5,2
207,"강원도,춘천시,퇴계동",37.865694,127.724018,2024-07-09 09:41:28.705911,210,25000,6,5,3
208,"경상북도,경주시,성건동",35.841689,129.20476,2024-06-06 16:05:22.835909,90,15000,4,3,3
209,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-25 07:12:31.818113,300,15000,6,6,1
210,"인천,부평구,부평동",37.490398,126.725359,2024-07-09 01:59:33.758176,270,20000,4,1,2
211,"대전,서구,둔산동",36.354566,127.378047,2024-06-14 04:09:08.417144,60,30000,5,2,3
212,"부산,사하구,감천동",35.098774,128.967137,2024-06-01 18:02:19.907449,90,20000,5,3,1
213,"경기도,용인시,보정동",37.312194,127.107635,2024-06-24 03:12:51.783834,120,35000,1,6,3
214,"광주,서구,치평동",35.151066,126.849492,2024-07-17 04:18:23.225439,300,35000,3,5,0
215,"대전,중구,은행동",36.325645,127.423554,2024-06-14 04:54:15.755095,270,25000,4,4,0
216,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-06-06 20:33:05.621573,270,30000,2,6,3
217,"울산,남구,삼산동",35.538377,129.337707,2024-06-21 00:11:05.742680,270,20000,1,6,3
218,"경기도,수원시,우만동",37.293735,127.009632,2024-06-02 00:51:17.848262,240,20000,1,5,0
219,"울산,동구,전하동",35.482112,129.429259,2024-05-31 18:47:27.500708,90,35000,1,6,0
220,"충청남도,아산시,배방읍",36.775981,127.050716,2024-06-10 23:20:57.245161,180,15000,4,3,3
221,"강원도,원주시,단구동",37.341945,127.945571,2024-07-05 12:14:56.308150,210,35000,4,4,3
222,"부산,수영구,광안동",35.153034,129.112549,2024-06-27 07:49:44.359732,180,30000,3,1,2
223,"전라북도,익산시,모현동",35.943108,126.945472,2024-07-09 12:45:58.950447,60,35000,2,2,1
224,"울산,남구,삼산동",35.538377,129.337707,2024-06-07 06:39:54.815905,210,15000,6,1,1
225,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-18 05:53:27.130486,60,20000,6,4,2
226,"대전,중구,은행동",36.325645,127.423554,2024-05-25 07:52:55.173494,150,30000,3,4,0
227,"전라북도,전주시,송천동",35.84237,127.106548,2024-06-29 23:37:52.463574,90,20000,1,3,0
228,"충청남도,천안시,두정동",36.822743,127.14326,2024-07-12 18:40:14.761417,60,25000,2,3,1
229,"충청남도,서산시,동문동",36.782492,126.451343,2024-06-21 12:57:03.161034,150,15000,5,4,1
230,"부산,해운대구,우동",35.163184,129.163564,2024-05-25 02:40:20.681775,270,20000,3,6,1
231,"전라남도,목포시,용당동",34.80924,126.424993,2024-05-24 02:04:03.868604,120,20000,1,4,1
232,"대구,중구,동인동",35.871309,128.597235,2024-06-05 23:33:07.697684,90,25000,2,6,2
233,"경상남도,진주시,상봉동",35.180434,128.107464,2024-05-29 05:15:56.463464,240,35000,5,5,2
234,"충청북도,제천시,하소동",37.139092,128.194685,2024-06-25 18:26:45.979138,270,15000,2,2,3
235,"광주,동구,지산동",35.140604,126.923725,2024-07-05 19:56:09.845106,210,15000,5,6,1
236,"경기도,성남시,정자동",37.359978,127.105793,2024-06-13 03:21:54.195877,60,25000,6,3,3
237,"서울,종로구,삼청동",37.58861,126.981469,2024-07-09 12:38:38.330964,270,30000,5,1,0
238,"서울,송파구,잠실동",37.51154,127.082563,2024-07-17 10:50:14.907160,240,30000,5,2,2
239,"경상북도,경주시,성건동",35.841689,129.20476,2024-06-15 05:38:54.127351,210,30000,6,2,0
240,"경상북도,경주시,성건동",35.841689,129.20476,2024-07-14 16:01:43.725981,120,20000,2,1,2
241,"전라남도,여수시,돌산읍",34.650891,127.674292,2024-06-25 10:56:31.215372,210,35000,3,6,2
242,"울산,동구,전하동",35.482112,129.429259,2024-05-28 04:24:17.981465,210,25000,6,1,2
243,"경기도,성남시,정자동",37.359978,127.105793,2024-05-22 11:56:57.854404,210,20000,1,6,3
244,"부산,사하구,감천동",35.098774,128.967137,2024-07-10 11:59:17.040086,60,25000,4,6,3
245,"경기도,수원시,우만동",37.293735,127.009632,2024-05-27 01:27:03.044839,90,35000,1,4,3
246,"경상남도,김해시,삼계동",35.227423,128.889092,2024-07-01 22:03:15.342399,90,25000,5,2,3
247,"대전,유성구,봉명동",36.353342,127.335049,2024-06-26 16:09:19.769446,60,35000,6,4,2
248,"전라남도,순천시,연향동",34.957456,127.488889,2024-07-05 11:11:25.280432,150,20000,2,1,1
249,"대전,유성구,봉명동",36.353342,127.335049,2024-07-12 12:48:10.273951,270,35000,4,4,1
250,"인천,부평구,부평동",37.490398,126.725359,2024-07-07 03:22:11.497167,60,25000,4,4,1
251,"광주,서구,치평동",35.151066,126.849492,2024-07-02 06:49:15.598261,300,20000,2,1,1
252,"대구,수성구,범어동",35.858366,128.628559,2024-07-09 21:35:02.303204,240,30000,2,5,1
253,"인천,부평구,부평동",37.490398,126.725359,2024-07-11 21:39:10.859672,90,15000,5,3,2
254,"울산,중구,학산동",35.553244,129.254319,2024-06-02 07:14:13.650763,60,25000,2,4,2
255,"충청북도,충주시,연수동",36.983476,127.926342,2024-06-17 01:39:25.899793,270,20000,2,2,2
256,"울산,중구,학산동",35.553244,129.254319,2024-07-03 14:56:24.714047,180,15000,3,3,0
257,"전라북도,전주시,송천동",35.84237,127.106548,2024-06-16 11:59:36.035141,240,35000,5,3,2
258,"울산,남구,삼산동",35.538377,129.337707,2024-06-01 09:11:28.078114,180,30000,3,2,3
259,"대구,동구,효목동",35.882869,128.636291,2024-07-06 08:18:25.270476,150,15000,3,3,0
260,"경상북도,경주시,성건동",35.841689,129.20476,2024-05-24 02:00:04.841063,300,30000,4,5,2
261,"서울,종로구,삼청동",37.58861,126.981469,2024-06-19 21:04:08.036729,300,15000,1,1,0
262,"경상남도,창원시,상남동",35.23357,128.68104,2024-06-14 08:13:31.258800,60,30000,3,2,2
263,"서울,강남구,삼성동",37.514086,127.056364,2024-07-08 15:14:49.807520,60,25000,6,6,0
264,"인천,부평구,부평동",37.490398,126.725359,2024-06-12 23:55:30.038466,120,30000,2,5,2
265,"부산,사하구,감천동",35.098774,128.967137,2024-06-02 18:13:27.404670,270,15000,5,4,2
266,"대전,서구,둔산동",36.354566,127.378047,2024-06-04 16:38:22.626422,150,20000,5,3,0
