user_id,departure_address,latitude,longitude,arrival_datetime,num_passenger,num_luggage,car_seats
37,"경기도, 용인시, 역북동",37.2392,127.1874,2024-06-18 07:23:41.355469,6,0,1
38,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-05-29 05:03:10.698058,1,10,1
39,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-07-17 01:50:02.489413,5,2,1
40,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-05-28 06:51:44.810876,6,10,1
41,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-09 11:06:33.791195,3,0,1
42,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-05-30 18:36:18.639428,4,10,0
43,"인천광역시, 동구, 화수동",37.4735,126.642,2024-05-26 08:57:09.632614,5,8,0
44,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-05-24 00:38:45.023608,1,0,0
45,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-14 11:42:28.060246,3,1,0
46,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-05-21 18:48:12.775520,6,8,0
47,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-06-24 03:49:42.366359,3,7,0
48,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-06-28 08:56:45.022348,4,4,0
49,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-07-13 17:24:22.415632,6,7,1
50,"인천광역시, 동구, 화수동",37.4735,126.642,2024-05-30 03:52:32.401726,2,9,2
51,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-06-07 14:55:31.904065,3,5,0
52,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-07-11 04:44:23.767360,1,8,1
53,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-07-07 21:22:38.055768,3,1,0
54,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-05 05:31:40.800564,3,5,0
55,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-28 10:58:51.936518,1,6,0
56,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-13 23:43:14.613580,1,0,1
57,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-05-26 05:26:16.633142,6,6,0
58,"경기도, 고양시, 화정동",37.6347,126.8325,2024-07-01 08:35:44.261661,5,0,0
59,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-17 00:04:50.599066,5,4,0
60,"경기도, 부천시, 상동",37.5033,126.7545,2024-07-06 09:28:52.941138,4,8,0
61,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-06-11 21:52:56.590418,2,5,1
62,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-05-26 03:38:23.322234,2,3,1
63,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-13 10:41:26.273350,6,9,0
64,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-18 07:45:49.160147,2,2,0
65,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-06-24 16:31:37.624005,5,4,1
66,"경기도, 고양시, 화정동",37.6347,126.8325,2024-07-03 10:24:38.509310,5,3,1
67,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-08 23:22:25.656759,6,3,0
68,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-15 09:13:03.352438,5,4,1
69,"경기도, 의정부시, 금오동",37.7316,127.0857,2024-07-15 14:57:39.731970,3,2,0
70,"경기도, 포천시, 일동면",37.9956,127.3157,2024-05-23 18:08:55.577797,5,10,3
71,"인천광역시, 동구, 화수동",37.4735,126.642,2024-06-14 07:48:58.533814,5,9,0
72,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-07-10 03:09:19.629601,4,9,1
73,"경기도, 용인시, 역북동",37.2392,127.1874,2024-06-29 01:23:38.271046,4,1,0
74,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-05-31 15:51:09.067626,1,1,0
75,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-12 03:32:24.225579,4,7,2
76,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-29 00:00:29.053631,1,8,0
77,"경기도, 고양시, 주엽동",37.6721,126.7618,2024-06-25 02:03:31.768768,6,9,0
78,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-05-23 11:35:27.268360,6,3,0
79,"경기도, 화성시, 반월동",37.2061,126.9955,2024-07-15 21:21:38.182959,2,8,0
80,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-05-28 01:45:30.756476,6,4,0
81,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-09 09:48:53.762918,5,9,3
82,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-07-02 18:32:30.559282,6,7,1
83,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-29 22:24:44.228449,2,0,0
84,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-07-13 17:36:41.880006,4,3,1
85,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-05-29 16:17:36.996086,3,5,1
86,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-17 12:44:45.944430,5,10,0
87,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-07-01 10:11:16.296515,2,0,0
88,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-25 18:19:31.809871,4,2,1
89,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-26 00:02:53.695524,4,1,0
90,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-07-19 22:00:15.024365,4,7,1
91,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-06-05 21:36:34.893209,1,5,0
92,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-07-02 07:51:44.360660,5,5,0
93,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-05-28 03:11:33.145344,3,5,0
94,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-08 05:57:40.921322,5,3,0
95,"경기도, 양주시, 고암동",37.785,127.0474,2024-05-24 15:16:56.695258,5,10,0
96,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-05-22 01:25:11.936742,3,8,1
97,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-06-05 11:57:09.577741,3,7,2
98,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-05-25 06:58:15.856362,1,4,0
99,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-07-14 06:44:52.734167,4,4,1
100,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-04 16:23:36.146958,5,0,0
101,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-22 02:13:40.863314,1,9,1
102,"경기도, 부천시, 상동",37.5033,126.7545,2024-06-11 00:40:51.326745,5,0,0
103,"경기도, 성남시, 태평1동",37.4402,127.1371,2024-06-13 02:33:35.382344,6,7,0
104,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-18 14:43:32.938126,2,1,0
105,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-06-14 05:08:28.475692,4,9,1
106,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-06-13 13:28:57.846628,3,8,1
107,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-07-01 13:05:56.708020,4,6,1
108,"경기도, 의정부시, 금오동",37.7316,127.0857,2024-06-26 10:09:20.556303,2,3,0
109,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-05-28 15:15:40.581726,4,9,0
110,"경기도, 부천시, 상동",37.5033,126.7545,2024-06-04 05:40:00.583002,1,9,1
111,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-07-11 21:57:54.084911,5,5,1
112,"인천광역시, 동구, 화수동",37.4735,126.642,2024-06-17 02:49:20.095362,4,9,0
113,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-08 14:45:41.641246,6,7,1
114,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-15 04:43:50.528178,1,3,0
115,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-07 16:37:58.201300,2,7,0
116,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-13 02:13:49.453719,1,0,1
117,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-05 15:41:46.648559,4,8,1
118,"경기도, 고양시, 일산동",37.6783,126.7891,2024-06-04 14:35:12.947910,5,4,0
119,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-05-22 22:29:19.014120,1,10,1
120,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-06-10 06:22:25.916942,2,9,0
121,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-07-06 14:39:10.339126,2,9,0
122,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-11 08:49:58.162724,3,1,0
123,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-05-30 13:44:12.239675,3,3,0
124,"경기도, 성남시, 태평1동",37.4402,127.1371,2024-06-12 08:56:22.619208,6,2,0
125,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-05-31 10:45:52.057761,1,6,1
126,"경기도, 안양시, 비산동",37.3925,126.9483,2024-07-12 10:45:17.005312,2,9,1
127,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-05-25 06:59:45.051245,4,1,0
128,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-06-18 09:48:11.137187,3,1,0
129,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-07 17:06:06.801088,5,7,2
130,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-07-16 17:28:04.341756,5,6,1
131,"경기도, 안양시, 비산동",37.3925,126.9483,2024-06-22 23:46:05.080565,1,2,0
132,"경기도, 수원시, 매산로2가",37.266,127.0157,2024-05-28 17:17:50.605183,3,4,0
133,"인천광역시, 동구, 화수동",37.4735,126.642,2024-05-30 03:18:08.895586,1,4,1
134,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-05-21 20:15:22.269990,3,2,0
135,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-05-24 05:18:28.684669,1,9,3
136,"경기도, 안양시, 비산동",37.3925,126.9483,2024-05-26 09:26:26.082867,4,2,1
137,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-07-13 07:14:24.909730,6,2,1
138,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-28 22:35:01.198996,4,5,0
139,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-19 18:39:59.567006,4,6,1
140,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-06-14 13:45:08.175070,5,7,0
141,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-12 21:21:13.242831,4,3,0
142,"경기도, 평택시, 비전동",37.0283,127.112,2024-05-28 11:21:19.987963,6,6,0
143,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-06-06 05:52:37.702972,3,4,0
144,"인천광역시, 동구, 화수동",37.4735,126.642,2024-06-10 06:19:41.661726,4,10,0
145,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-06-23 17:55:21.848735,2,5,0
146,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-21 08:56:53.819784,1,8,0
147,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-05-24 14:59:49.820636,6,10,0
148,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-16 20:40:42.327569,6,7,0
149,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-30 18:33:57.701194,1,2,1
150,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-14 20:01:34.783499,1,7,0
151,"경기도, 용인시, 역북동",37.2392,127.1874,2024-07-18 20:43:09.286513,6,3,1
152,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-26 20:43:35.576037,5,8,0
153,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-18 03:38:51.901654,2,8,0
154,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-07-12 10:36:07.149212,6,9,1
155,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-06-11 03:54:22.527943,3,5,1
156,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-07-14 08:02:19.857272,6,3,1
157,"경기도, 안양시, 비산동",37.3925,126.9483,2024-06-12 12:48:14.332292,1,10,0
158,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-05-26 17:41:21.515115,1,2,0
159,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-05-28 21:44:54.884192,6,0,0
160,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-05-27 22:43:11.884607,1,9,1
161,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-11 20:07:13.372522,5,10,1
162,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-05-26 14:27:45.729526,4,10,1
163,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-03 17:55:39.815991,5,10,0
164,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-08 12:20:37.178783,5,0,0
165,"경기도, 고양시, 화정동",37.6347,126.8325,2024-07-14 08:21:48.304266,2,3,1
166,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-07-01 18:25:36.619988,5,10,0
167,"인천광역시, 동구, 화수동",37.4735,126.642,2024-05-25 15:41:10.186308,6,5,1
168,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-07-13 00:38:33.044852,4,2,1
169,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-05-28 11:40:00.716887,5,0,0
170,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-07-01 18:16:02.500051,1,8,2
171,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-23 08:15:27.788402,2,5,0
172,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-01 04:40:44.079813,4,8,1
173,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-07-04 23:29:40.587559,4,3,0
174,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-07-01 11:41:06.376364,6,3,0
175,"인천광역시, 동구, 화수동",37.4735,126.642,2024-06-24 13:55:35.430667,3,8,0
176,"경기도, 부천시, 상동",37.5033,126.7545,2024-05-23 15:30:26.144402,1,8,1
177,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-07 10:10:53.108292,2,10,0
178,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-07-11 13:33:53.475550,3,10,0
179,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-08 03:10:38.057302,3,8,0
180,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-19 15:29:20.940378,1,2,1
181,"인천광역시, 동구, 화수동",37.4735,126.642,2024-06-05 17:18:23.337486,3,10,0
182,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-15 23:03:46.906413,2,3,1
183,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-27 13:07:06.098724,3,4,2
184,"경기도, 포천시, 일동면",37.9956,127.3157,2024-05-21 06:55:46.076912,2,4,1
185,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-08 07:03:29.841316,2,4,2
186,"경기도, 성남시, 태평1동",37.4402,127.1371,2024-07-19 06:33:47.546407,3,9,1
187,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-06-21 20:20:21.789004,1,3,3
188,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-07-16 18:30:04.544673,4,5,0
189,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-05-30 12:54:51.702648,4,9,2
190,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-05-30 07:59:29.757911,4,7,1
191,"경기도, 고양시, 일산동",37.6783,126.7891,2024-07-01 09:16:24.224734,5,2,0
192,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-17 10:31:27.396270,6,3,0
193,"경기도, 고양시, 일산동",37.6783,126.7891,2024-07-19 11:49:41.716115,6,4,1
194,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-05-24 05:47:50.858655,6,0,1
195,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-06-18 21:38:00.934226,3,1,0
196,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-07-17 03:54:47.982131,2,6,0
197,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-19 14:05:50.886167,6,8,1
198,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-06 10:46:35.998235,5,3,1
199,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-02 05:46:07.329195,4,8,1
200,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-12 16:42:42.687751,2,5,1
201,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-23 21:12:56.990849,2,8,0
202,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-06-19 22:43:38.423485,2,0,3
203,"경기도, 양주시, 회암동",37.7543,127.0466,2024-06-19 04:03:24.150348,6,9,3
204,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-15 14:18:55.379625,6,0,0
205,"경기도, 양주시, 회암동",37.7543,127.0466,2024-06-19 13:48:42.133067,4,5,2
206,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-12 21:29:54.578674,3,2,0
207,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-06-25 11:05:05.406667,3,10,1
208,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-07 05:21:07.916488,2,8,2
209,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-12 02:55:51.958920,6,6,1
210,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-06-28 19:27:42.250757,1,3,3
211,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-07-03 23:47:08.155152,1,0,0
212,"경기도, 안양시, 비산동",37.3925,126.9483,2024-07-12 13:13:26.674581,1,7,0
213,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-06-12 17:19:55.375283,3,3,0
214,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-07-02 10:25:18.441331,4,1,0
215,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-16 11:55:00.859774,5,5,1
216,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-05-23 12:50:28.581449,3,4,1
217,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-19 12:56:44.773095,6,3,1
218,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-05-26 19:33:38.311616,3,4,2
219,"경기도, 고양시, 일산동",37.6783,126.7891,2024-06-26 18:49:38.493825,2,8,1
220,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-19 00:54:10.572833,1,8,0
221,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-06-23 19:14:30.298724,5,9,0
222,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-07-05 01:58:50.436853,5,7,0
223,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-07-12 16:40:09.002664,1,6,1
224,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-07-07 12:18:20.805847,5,0,2
225,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-05-31 06:22:38.853151,5,5,2
226,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-07-18 03:59:52.362994,3,5,0
227,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-28 15:08:55.684029,1,4,1
228,"인천광역시, 동구, 화수동",37.4735,126.642,2024-06-10 19:48:07.301382,5,9,1
229,"경기도, 광명시, 철산동",37.4795,126.8648,2024-06-07 00:08:03.217728,5,2,0
230,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-05-29 00:27:12.769704,2,2,1
231,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-07 20:10:08.261565,5,10,0
232,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-04 16:19:09.225374,5,1,0
233,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-22 01:08:58.964537,2,10,0
234,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-15 09:41:45.668093,1,4,3
235,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-29 22:21:00.750314,5,0,0
236,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-06-07 09:55:38.863319,4,9,1
237,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-07 03:02:07.465774,5,3,1
238,"인천광역시, 동구, 화수동",37.4735,126.642,2024-05-28 22:56:16.013885,3,7,0
239,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-05-23 16:05:26.037717,6,0,0
240,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-05-23 17:03:38.796721,4,1,1
241,"경기도, 고양시, 화정동",37.6347,126.8325,2024-07-14 13:58:51.580135,5,7,1
242,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-18 11:52:57.226199,4,8,0
243,"경기도, 고양시, 일산동",37.6783,126.7891,2024-06-25 09:44:33.546157,5,9,1
244,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-03 10:23:30.909703,3,9,1
245,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-06-27 23:59:55.654702,3,9,0
246,"경기도, 안양시, 비산동",37.3925,126.9483,2024-06-25 21:53:02.774662,4,3,1
247,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-05-22 23:22:24.542190,2,4,0
248,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-25 14:07:49.637703,4,10,2
249,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-05-21 03:14:25.583258,2,4,1
250,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-04 18:56:59.939759,6,10,0
251,"경기도, 양주시, 고암동",37.785,127.0474,2024-06-24 11:10:33.601319,1,1,0
252,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-07-01 18:32:27.145346,3,9,1
253,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-21 16:01:51.898561,4,0,0
254,"경기도, 안양시, 비산동",37.3925,126.9483,2024-06-30 05:55:58.547024,3,6,1
255,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-05-22 20:25:58.545392,1,1,0
256,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-12 18:14:54.626156,3,6,1
257,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-06 18:48:52.508009,2,8,1
258,"경기도, 화성시, 반월동",37.2061,126.9955,2024-06-27 21:34:38.846502,6,6,0
259,"경기도, 용인시, 역북동",37.2392,127.1874,2024-06-02 00:18:02.695550,5,9,0
260,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-14 09:24:11.402304,3,7,1
261,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-08 11:02:05.337308,2,5,1
262,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-28 07:52:28.150943,5,0,0
263,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-06-10 19:38:24.273844,3,9,0
264,"경기도, 고양시, 일산동",37.6783,126.7891,2024-06-23 07:25:45.364118,3,2,3
265,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-05-31 01:31:11.611006,3,1,0
266,"경기도, 용인시, 역북동",37.2392,127.1874,2024-07-05 22:39:03.210882,1,9,1
267,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-06-03 16:39:24.483826,1,1,0
268,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-01 22:19:49.855078,6,3,1
269,"경기도, 안양시, 비산동",37.3925,126.9483,2024-05-22 22:50:18.989757,6,1,0
270,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-26 15:12:37.587959,6,0,0
271,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-05-21 06:13:50.214649,2,2,0
272,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-05-29 07:56:14.204902,1,5,1
273,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-06 10:28:34.530807,2,7,0
274,"경기도, 화성시, 반월동",37.2061,126.9955,2024-06-01 22:04:02.794146,2,5,0
