user_id,departure_address,latitude,longitude,arrival_datetime,max_duration,max_cost,num_passenger,num_luggage,with_children
18,"단구동, 원주시, 강원도",37.341945,127.945571,2024-06-11 02:16:59.692289,180,20000,1,2,1
19,"하소동, 제천시, 충청북도",37.139092,128.194685,2024-07-15 04:48:55.680239,300,25000,3,2,1
20,"포남동, 강릉시, 강원도",37.753878,128.890478,2024-06-30 13:20:36.420327,180,20000,6,1,2
21,"연향동, 순천시, 전라남도",34.957456,127.488889,2024-06-10 06:19:07.674297,300,35000,1,5,1
22,"연향동, 순천시, 전라남도",34.957456,127.488889,2024-06-05 13:46:01.491300,240,30000,2,5,3
23,"포남동, 강릉시, 강원도",37.753878,128.890478,2024-06-07 23:26:49.083882,300,35000,6,3,3
24,"둔산동, 서구, 대전",36.354566,127.378047,2024-05-31 18:15:03.614802,120,25000,2,2,0
25,"포남동, 강릉시, 강원도",37.753878,128.890478,2024-05-25 06:08:20.674346,180,20000,2,4,1
26,"송천동, 전주시, 전라북도",35.84237,127.106548,2024-07-02 03:00:21.415767,270,20000,1,3,1
27,"지산동, 동구, 광주",35.140604,126.923725,2024-06-03 17:32:09.435554,60,20000,6,4,0
28,"둔산동, 서구, 대전",36.354566,127.378047,2024-05-22 01:32:41.276932,150,20000,6,1,2
29,"상남동, 창원시, 경상남도",35.23357,128.68104,2024-05-29 18:49:55.863209,120,30000,4,4,1
30,"치평동, 서구, 광주",35.151066,126.849492,2024-07-04 07:57:23.995692,270,30000,6,4,1
31,"모현동, 익산시, 전라북도",35.943108,126.945472,2024-06-23 06:16:03.990928,60,30000,6,5,0
32,"은행동, 중구, 대전",36.325645,127.423554,2024-06-16 06:19:43.187714,60,15000,4,1,1
33,"삼성동, 강남구, 서울",37.514086,127.056364,2024-05-30 03:45:59.299776,180,15000,6,1,1
34,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-07-03 19:54:04.080003,270,30000,5,3,2
35,"포남동, 강릉시, 강원도",37.753878,128.890478,2024-06-14 16:54:06.852789,60,25000,3,2,3
36,"용암동, 청주시, 충청북도",36.614387,127.488491,2024-07-12 10:47:15.024573,120,30000,3,1,3
37,"연수동, 연수구, 인천",37.418887,126.678118,2024-06-29 01:46:06.327376,270,25000,1,5,1
38,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-06-24 16:18:53.919752,120,25000,6,1,3
39,"정자동, 성남시, 경기도",37.359978,127.105793,2024-06-04 14:32:14.270063,60,25000,2,1,3
40,"해도동, 포항시, 경상북도",35.994724,129.374189,2024-06-29 05:09:52.947148,300,20000,3,4,3
41,"삼산동, 남구, 울산",35.538377,129.337707,2024-06-15 00:47:05.711757,270,15000,4,3,0
42,"부평동, 부평구, 인천",37.490398,126.725359,2024-06-11 18:42:51.440058,120,35000,5,1,1
43,"잠실동, 송파구, 서울",37.51154,127.082563,2024-05-26 21:12:15.793945,270,20000,2,6,3
44,"광안동, 수영구, 부산",35.153034,129.112549,2024-06-24 02:21:17.928921,60,20000,5,2,2
45,"퇴계동, 춘천시, 강원도",37.865694,127.724018,2024-06-01 19:00:52.911011,180,35000,3,1,0
46,"은행동, 중구, 대전",36.325645,127.423554,2024-05-28 14:48:10.405247,120,20000,5,3,3
47,"문흥동, 북구, 광주",35.179975,126.931675,2024-06-09 22:34:15.276362,240,35000,6,1,0
48,"둔산동, 서구, 대전",36.354566,127.378047,2024-06-02 22:01:52.371532,90,30000,6,6,0
49,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-06-30 14:24:08.904294,300,30000,4,4,1
50,"동인동, 중구, 대구",35.871309,128.597235,2024-06-24 23:26:42.785620,120,30000,4,6,1
51,"은행동, 중구, 대전",36.325645,127.423554,2024-07-16 15:39:18.815504,120,20000,1,2,1
52,"모현동, 익산시, 전라북도",35.943108,126.945472,2024-05-30 21:11:23.287223,180,30000,2,4,2
53,"범어동, 수성구, 대구",35.858366,128.628559,2024-06-23 19:13:38.045596,150,15000,3,3,3
54,"우동, 해운대구, 부산",35.163184,129.163564,2024-06-30 17:05:15.328067,300,15000,5,4,2
55,"하소동, 제천시, 충청북도",37.139092,128.194685,2024-06-28 04:00:38.933072,60,30000,2,5,1
56,"봉명동, 유성구, 대전",36.353342,127.335049,2024-06-29 01:20:10.253823,120,15000,5,5,0
57,"범어동, 수성구, 대구",35.858366,128.628559,2024-06-18 15:05:07.515095,270,30000,1,5,0
58,"단구동, 원주시, 강원도",37.341945,127.945571,2024-07-05 19:12:45.517430,180,30000,5,6,1
59,"광안동, 수영구, 부산",35.153034,129.112549,2024-06-11 07:53:10.237448,300,25000,2,5,2
60,"구월동, 남동구, 인천",37.449972,126.709778,2024-06-05 12:02:27.614687,180,20000,1,3,2
61,"범어동, 수성구, 대구",35.858366,128.628559,2024-06-13 02:54:35.905097,240,35000,5,5,0
62,"원평동, 구미시, 경상북도",36.119728,128.344754,2024-05-29 00:12:59.409581,150,35000,5,5,3
63,"모현동, 익산시, 전라북도",35.943108,126.945472,2024-06-16 03:13:50.949827,180,35000,3,1,2
64,"상봉동, 진주시, 경상남도",35.180434,128.107464,2024-06-28 17:35:49.490839,120,35000,6,3,1
65,"동인동, 중구, 대구",35.871309,128.597235,2024-06-23 18:39:02.815753,210,30000,4,2,2
66,"전하동, 동구, 울산",35.482112,129.429259,2024-07-11 11:34:19.296016,270,30000,1,4,0
67,"봉명동, 유성구, 대전",36.353342,127.335049,2024-06-26 16:41:18.645025,270,20000,4,2,3
68,"부평동, 부평구, 인천",37.490398,126.725359,2024-06-15 17:37:05.044304,240,25000,6,3,2
69,"동인동, 중구, 대구",35.871309,128.597235,2024-07-14 05:43:39.497302,240,25000,2,4,0
70,"문흥동, 북구, 광주",35.179975,126.931675,2024-06-26 10:02:49.649615,150,25000,5,5,0
71,"단구동, 원주시, 강원도",37.341945,127.945571,2024-06-16 17:17:15.274225,300,20000,3,5,1
72,"잠실동, 송파구, 서울",37.51154,127.082563,2024-05-29 20:41:17.055793,60,35000,4,2,2
73,"잠실동, 송파구, 서울",37.51154,127.082563,2024-06-11 13:39:23.365739,240,20000,4,4,1
74,"정자동, 성남시, 경기도",37.359978,127.105793,2024-06-12 18:18:22.972032,90,35000,4,5,3
75,"지산동, 동구, 광주",35.140604,126.923725,2024-06-20 22:56:02.918863,300,15000,1,5,0
76,"동문동, 서산시, 충청남도",36.782492,126.451343,2024-07-01 02:22:00.388589,150,35000,5,3,0
77,"범어동, 수성구, 대구",35.858366,128.628559,2024-06-02 22:00:51.800570,150,35000,1,6,0
78,"정자동, 성남시, 경기도",37.359978,127.105793,2024-07-16 22:20:42.439730,180,25000,4,5,1
79,"조촌동, 군산시, 전라북도",35.97358,126.687572,2024-05-27 11:56:12.127330,180,30000,2,2,2
80,"성건동, 경주시, 경상북도",35.841689,129.20476,2024-06-01 01:45:44.592234,270,20000,5,2,0
81,"단구동, 원주시, 강원도",37.341945,127.945571,2024-06-30 20:39:52.174500,240,25000,2,6,3
82,"둔산동, 서구, 대전",36.354566,127.378047,2024-07-14 20:16:51.775921,270,30000,4,3,3
83,"삼계동, 김해시, 경상남도",35.227423,128.889092,2024-07-03 08:08:16.517017,210,30000,4,3,2
84,"동인동, 중구, 대구",35.871309,128.597235,2024-06-13 23:14:02.303530,240,30000,5,1,3
85,"부평동, 부평구, 인천",37.490398,126.725359,2024-05-26 23:04:34.749712,240,35000,3,6,3
86,"은행동, 중구, 대전",36.325645,127.423554,2024-06-25 21:03:16.941796,240,35000,5,1,0
87,"삼산동, 남구, 울산",35.538377,129.337707,2024-06-27 00:18:19.951168,210,15000,5,6,3
88,"연향동, 순천시, 전라남도",34.957456,127.488889,2024-06-14 07:19:26.723713,90,35000,5,5,0
89,"동인동, 중구, 대구",35.871309,128.597235,2024-07-08 05:45:27.360228,150,30000,6,1,2
90,"퇴계동, 춘천시, 강원도",37.865694,127.724018,2024-05-26 04:37:40.093229,240,35000,1,5,0
91,"퇴계동, 춘천시, 강원도",37.865694,127.724018,2024-06-19 05:27:15.401341,150,30000,6,1,0
92,"동문동, 서산시, 충청남도",36.782492,126.451343,2024-06-21 23:06:40.850821,270,35000,6,6,2
93,"봉명동, 유성구, 대전",36.353342,127.335049,2024-06-27 14:17:40.736331,150,15000,4,2,3
94,"문흥동, 북구, 광주",35.179975,126.931675,2024-06-02 01:52:53.844042,120,15000,5,3,2
95,"은행동, 중구, 대전",36.325645,127.423554,2024-05-29 10:03:39.188951,60,15000,5,5,0
96,"상봉동, 진주시, 경상남도",35.180434,128.107464,2024-05-23 15:50:52.526504,90,20000,6,1,0
97,"범어동, 수성구, 대구",35.858366,128.628559,2024-07-03 06:32:02.470337,180,35000,1,1,1
98,"부평동, 부평구, 인천",37.490398,126.725359,2024-06-10 10:57:13.501536,90,30000,2,2,0
99,"우만동, 수원시, 경기도",37.293735,127.009632,2024-07-08 11:52:05.468736,300,20000,2,3,0
100,"부평동, 부평구, 인천",37.490398,126.725359,2024-07-11 00:18:14.073918,270,35000,3,2,2
101,"감천동, 사하구, 부산",35.098774,128.967137,2024-05-30 03:00:26.561411,300,20000,3,6,2
102,"삼계동, 김해시, 경상남도",35.227423,128.889092,2024-07-01 03:39:29.136597,300,15000,4,5,2
103,"봉명동, 유성구, 대전",36.353342,127.335049,2024-07-15 05:49:56.112244,240,25000,5,3,0
104,"우동, 해운대구, 부산",35.163184,129.163564,2024-06-28 20:52:38.929547,240,15000,6,5,2
105,"잠실동, 송파구, 서울",37.51154,127.082563,2024-06-18 01:35:34.159486,60,15000,5,1,0
106,"치평동, 서구, 광주",35.151066,126.849492,2024-06-28 00:11:45.751244,300,15000,2,4,0
107,"보정동, 용인시, 경기도",37.312194,127.107635,2024-06-21 00:15:39.310631,120,15000,5,3,1
108,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-07-17 14:46:57.647475,270,30000,3,4,0
109,"연수동, 연수구, 인천",37.418887,126.678118,2024-05-22 13:32:48.530468,270,30000,1,2,3
110,"봉명동, 유성구, 대전",36.353342,127.335049,2024-07-18 08:45:32.360469,210,15000,3,3,3
111,"우만동, 수원시, 경기도",37.293735,127.009632,2024-05-25 03:27:34.485076,150,15000,5,2,0
112,"학산동, 중구, 울산",35.553244,129.254319,2024-06-11 23:53:51.649150,300,35000,6,3,3
113,"범어동, 수성구, 대구",35.858366,128.628559,2024-06-07 13:25:41.686930,150,15000,1,3,0
114,"효목동, 동구, 대구",35.882869,128.636291,2024-06-28 19:04:13.558249,60,25000,5,5,1
115,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-06-27 13:00:50.402458,90,30000,3,3,2
116,"둔산동, 서구, 대전",36.354566,127.378047,2024-07-18 02:10:34.422161,120,20000,4,4,3
117,"용당동, 목포시, 전라남도",34.80924,126.424993,2024-06-23 14:10:19.300012,240,15000,1,3,3
118,"동인동, 중구, 대구",35.871309,128.597235,2024-06-20 10:53:49.105900,210,35000,2,5,1
119,"잠실동, 송파구, 서울",37.51154,127.082563,2024-06-12 22:17:59.204231,300,30000,3,3,1
120,"송천동, 전주시, 전라북도",35.84237,127.106548,2024-06-30 12:21:16.864327,150,25000,4,5,2
121,"원평동, 구미시, 경상북도",36.119728,128.344754,2024-05-27 19:37:44.472150,210,25000,3,4,2
122,"해도동, 포항시, 경상북도",35.994724,129.374189,2024-06-26 11:12:31.499690,210,20000,2,4,1
123,"송천동, 전주시, 전라북도",35.84237,127.106548,2024-07-01 03:37:10.579650,60,25000,1,1,3
124,"삼산동, 남구, 울산",35.538377,129.337707,2024-07-14 08:23:25.102160,150,20000,4,4,3
125,"송천동, 전주시, 전라북도",35.84237,127.106548,2024-06-23 01:00:13.964289,210,35000,1,6,2
126,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-05-26 00:56:13.358409,240,30000,5,5,3
127,"감천동, 사하구, 부산",35.098774,128.967137,2024-06-04 11:54:02.224763,150,35000,5,6,3
128,"삼성동, 강남구, 서울",37.514086,127.056364,2024-05-23 03:32:39.297414,300,25000,4,5,2
129,"성건동, 경주시, 경상북도",35.841689,129.20476,2024-07-02 14:25:06.073932,120,35000,4,3,0
130,"전하동, 동구, 울산",35.482112,129.429259,2024-07-15 04:06:13.327655,60,20000,4,6,3
131,"봉명동, 유성구, 대전",36.353342,127.335049,2024-06-04 20:38:48.392071,300,35000,6,6,0
132,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-07-18 11:55:53.504134,300,25000,4,1,3
133,"퇴계동, 춘천시, 강원도",37.865694,127.724018,2024-05-30 10:23:32.219547,60,15000,2,6,1
134,"동문동, 서산시, 충청남도",36.782492,126.451343,2024-07-04 03:07:50.867602,180,15000,5,1,1
135,"두정동, 천안시, 충청남도",36.822743,127.14326,2024-06-25 10:58:51.893276,120,25000,6,3,1
136,"포남동, 강릉시, 강원도",37.753878,128.890478,2024-06-12 09:44:30.846311,210,35000,6,2,0
137,"지산동, 동구, 광주",35.140604,126.923725,2024-06-22 13:22:40.227635,180,20000,1,1,2
138,"봉명동, 유성구, 대전",36.353342,127.335049,2024-07-02 06:25:22.331906,120,30000,1,4,0
139,"은행동, 중구, 대전",36.325645,127.423554,2024-07-09 12:51:05.886190,180,15000,1,2,1
140,"하소동, 제천시, 충청북도",37.139092,128.194685,2024-05-30 23:11:35.264669,180,25000,2,1,2
141,"성건동, 경주시, 경상북도",35.841689,129.20476,2024-05-22 05:34:24.961256,90,25000,5,3,1
142,"부평동, 부평구, 인천",37.490398,126.725359,2024-06-13 20:24:25.455893,180,25000,4,1,1
143,"성건동, 경주시, 경상북도",35.841689,129.20476,2024-06-03 06:39:14.314347,120,20000,1,5,2
144,"삼성동, 강남구, 서울",37.514086,127.056364,2024-06-02 14:07:43.052839,210,20000,1,2,3
145,"원평동, 구미시, 경상북도",36.119728,128.344754,2024-07-10 16:06:54.091124,240,25000,4,6,2
146,"부평동, 부평구, 인천",37.490398,126.725359,2024-07-04 12:49:05.885629,120,30000,5,3,3
147,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-06-28 15:26:11.899571,90,20000,2,5,2
148,"삼성동, 강남구, 서울",37.514086,127.056364,2024-05-31 18:47:57.752741,120,25000,4,5,3
149,"송천동, 전주시, 전라북도",35.84237,127.106548,2024-06-12 17:23:07.906961,270,20000,6,5,2
150,"상봉동, 진주시, 경상남도",35.180434,128.107464,2024-05-30 23:23:41.908502,90,15000,2,4,3
151,"원평동, 구미시, 경상북도",36.119728,128.344754,2024-06-07 20:15:24.266454,90,35000,2,2,2
152,"삼산동, 남구, 울산",35.538377,129.337707,2024-07-02 19:31:49.236399,300,25000,5,1,2
153,"학산동, 중구, 울산",35.553244,129.254319,2024-06-12 12:36:38.207507,90,25000,6,5,2
154,"연수동, 연수구, 인천",37.418887,126.678118,2024-06-21 12:16:38.732750,180,25000,1,5,3
155,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-06-01 18:41:04.663828,180,35000,1,1,2
156,"삼계동, 김해시, 경상남도",35.227423,128.889092,2024-07-12 06:29:36.577122,60,35000,4,5,0
157,"범어동, 수성구, 대구",35.858366,128.628559,2024-07-08 00:06:02.965421,300,25000,1,1,0
158,"용암동, 청주시, 충청북도",36.614387,127.488491,2024-06-09 15:03:04.430053,180,20000,2,3,2
159,"두정동, 천안시, 충청남도",36.822743,127.14326,2024-07-03 15:54:46.353271,210,15000,6,2,3
160,"용암동, 청주시, 충청북도",36.614387,127.488491,2024-07-03 07:05:38.437063,270,20000,6,2,1
161,"봉명동, 유성구, 대전",36.353342,127.335049,2024-05-20 20:09:07.634300,90,15000,5,6,3
162,"삼계동, 김해시, 경상남도",35.227423,128.889092,2024-07-16 21:46:45.800694,180,30000,3,6,0
163,"구월동, 남동구, 인천",37.449972,126.709778,2024-06-19 10:32:16.922434,120,25000,6,3,1
164,"감천동, 사하구, 부산",35.098774,128.967137,2024-06-27 20:21:27.929938,150,20000,4,2,0
165,"구월동, 남동구, 인천",37.449972,126.709778,2024-06-18 01:57:08.063556,210,15000,6,4,0
166,"은행동, 중구, 대전",36.325645,127.423554,2024-05-27 00:24:56.683313,240,35000,2,6,2
167,"효목동, 동구, 대구",35.882869,128.636291,2024-06-19 18:14:09.557963,60,20000,1,2,3
168,"정자동, 성남시, 경기도",37.359978,127.105793,2024-07-01 04:14:39.392525,150,20000,4,3,1
169,"연향동, 순천시, 전라남도",34.957456,127.488889,2024-06-10 11:03:04.134306,90,15000,6,6,2
170,"동인동, 중구, 대구",35.871309,128.597235,2024-07-02 15:05:09.927887,180,15000,5,6,0
171,"용당동, 목포시, 전라남도",34.80924,126.424993,2024-06-17 03:13:51.047268,240,25000,1,5,1
172,"삼성동, 강남구, 서울",37.514086,127.056364,2024-06-10 20:29:51.306278,120,15000,6,1,0
173,"부평동, 부평구, 인천",37.490398,126.725359,2024-05-26 20:52:34.665597,60,25000,1,6,1
174,"우만동, 수원시, 경기도",37.293735,127.009632,2024-07-17 10:01:09.268203,300,25000,2,1,1
175,"해도동, 포항시, 경상북도",35.994724,129.374189,2024-06-07 05:54:49.877905,210,25000,3,3,0
176,"하소동, 제천시, 충청북도",37.139092,128.194685,2024-06-02 07:48:40.672930,60,30000,4,6,0
177,"두정동, 천안시, 충청남도",36.822743,127.14326,2024-05-23 06:05:20.090632,90,15000,5,3,1
178,"봉명동, 유성구, 대전",36.353342,127.335049,2024-05-31 18:05:31.363253,90,35000,5,3,0
179,"문흥동, 북구, 광주",35.179975,126.931675,2024-05-21 19:03:46.515308,210,35000,3,6,1
180,"연수동, 연수구, 인천",37.418887,126.678118,2024-07-05 10:47:39.710611,60,35000,3,3,0
181,"문흥동, 북구, 광주",35.179975,126.931675,2024-05-24 10:27:52.854411,90,20000,2,2,2
182,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-07-06 00:31:56.930078,210,35000,4,5,1
183,"감천동, 사하구, 부산",35.098774,128.967137,2024-06-05 17:47:30.244377,240,15000,6,1,1
184,"은행동, 중구, 대전",36.325645,127.423554,2024-07-02 18:45:47.850690,240,25000,4,3,0
185,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-07-09 01:59:05.116826,240,20000,2,2,0
186,"원평동, 구미시, 경상북도",36.119728,128.344754,2024-07-03 18:03:21.179993,150,35000,3,2,2
187,"우동, 해운대구, 부산",35.163184,129.163564,2024-07-07 13:56:53.571089,120,30000,5,1,1
188,"치평동, 서구, 광주",35.151066,126.849492,2024-05-25 20:46:57.425790,240,25000,6,5,2
189,"학산동, 중구, 울산",35.553244,129.254319,2024-07-02 18:30:10.881581,270,20000,1,6,3
190,"삼청동, 종로구, 서울",37.58861,126.981469,2024-05-24 16:51:21.223110,240,30000,2,3,0
191,"봉명동, 유성구, 대전",36.353342,127.335049,2024-07-06 02:17:02.362365,150,30000,2,3,1
192,"우만동, 수원시, 경기도",37.293735,127.009632,2024-06-06 05:10:49.067116,90,35000,4,2,0
193,"조촌동, 군산시, 전라북도",35.97358,126.687572,2024-06-30 20:46:20.916780,240,20000,3,1,3
194,"삼산동, 남구, 울산",35.538377,129.337707,2024-06-18 18:17:44.042054,60,20000,4,5,3
195,"용당동, 목포시, 전라남도",34.80924,126.424993,2024-07-19 13:20:28.509058,180,20000,5,5,1
196,"우동, 해운대구, 부산",35.163184,129.163564,2024-07-12 12:30:35.608178,60,25000,6,5,0
197,"모현동, 익산시, 전라북도",35.943108,126.945472,2024-06-21 22:12:27.516563,300,15000,6,2,2
198,"봉명동, 유성구, 대전",36.353342,127.335049,2024-06-09 04:28:08.381124,300,25000,2,2,1
199,"상남동, 창원시, 경상남도",35.23357,128.68104,2024-06-21 18:28:56.048777,90,35000,3,3,3
200,"정자동, 성남시, 경기도",37.359978,127.105793,2024-06-15 07:57:53.830583,90,35000,6,2,0
201,"우만동, 수원시, 경기도",37.293735,127.009632,2024-06-13 04:47:04.329630,150,20000,4,5,2
202,"효목동, 동구, 대구",35.882869,128.636291,2024-07-01 10:46:04.627899,270,35000,3,1,2
203,"우동, 해운대구, 부산",35.163184,129.163564,2024-06-24 01:23:55.865775,180,15000,5,5,2
204,"용당동, 목포시, 전라남도",34.80924,126.424993,2024-07-18 05:01:25.643664,60,30000,3,6,1
205,"하소동, 제천시, 충청북도",37.139092,128.194685,2024-06-19 17:46:11.810415,90,35000,1,4,2
206,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-06-08 11:51:44.697567,120,30000,2,4,3
207,"삼성동, 강남구, 서울",37.514086,127.056364,2024-06-12 21:02:08.864816,120,20000,1,4,2
208,"원평동, 구미시, 경상북도",36.119728,128.344754,2024-07-12 23:04:21.626474,120,20000,1,1,2
209,"우만동, 수원시, 경기도",37.293735,127.009632,2024-06-20 14:36:44.498152,180,20000,3,4,2
210,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-06-11 06:45:50.956808,120,25000,4,1,1
211,"치평동, 서구, 광주",35.151066,126.849492,2024-05-27 14:36:24.733370,300,25000,5,5,1
212,"상봉동, 진주시, 경상남도",35.180434,128.107464,2024-06-26 04:55:15.803031,180,30000,6,2,1
213,"은행동, 중구, 대전",36.325645,127.423554,2024-06-17 17:07:12.729741,300,25000,2,3,0
214,"하소동, 제천시, 충청북도",37.139092,128.194685,2024-07-06 14:43:27.115793,120,35000,1,6,2
215,"성건동, 경주시, 경상북도",35.841689,129.20476,2024-06-25 12:47:47.434510,120,30000,5,1,2
216,"퇴계동, 춘천시, 강원도",37.865694,127.724018,2024-07-18 07:56:34.982966,180,25000,3,4,0
217,"전하동, 동구, 울산",35.482112,129.429259,2024-06-17 15:26:25.715201,270,25000,1,1,1
218,"연향동, 순천시, 전라남도",34.957456,127.488889,2024-06-10 03:38:18.204648,210,15000,6,6,1
219,"해도동, 포항시, 경상북도",35.994724,129.374189,2024-06-21 06:46:28.636601,120,35000,1,5,0
220,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-06-27 09:08:15.076912,300,15000,3,6,3
221,"지산동, 동구, 광주",35.140604,126.923725,2024-05-27 22:27:48.650738,240,25000,5,4,3
222,"삼청동, 종로구, 서울",37.58861,126.981469,2024-05-23 11:57:07.296590,60,15000,3,6,2
223,"봉명동, 유성구, 대전",36.353342,127.335049,2024-05-21 16:16:14.811032,180,35000,3,5,2
224,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-06-14 20:49:18.561785,180,30000,4,2,3
225,"우동, 해운대구, 부산",35.163184,129.163564,2024-07-14 19:33:21.182369,300,20000,2,4,1
226,"두정동, 천안시, 충청남도",36.822743,127.14326,2024-07-19 17:51:23.092369,120,15000,2,5,0
227,"광안동, 수영구, 부산",35.153034,129.112549,2024-06-28 11:32:57.440334,240,30000,2,1,3
228,"성건동, 경주시, 경상북도",35.841689,129.20476,2024-06-26 12:09:59.934976,240,20000,3,1,0
229,"잠실동, 송파구, 서울",37.51154,127.082563,2024-06-01 05:12:28.207985,120,25000,3,1,3
230,"지산동, 동구, 광주",35.140604,126.923725,2024-07-01 20:12:08.863463,90,15000,2,4,1
231,"동인동, 중구, 대구",35.871309,128.597235,2024-07-17 17:32:18.717218,240,35000,3,1,2
232,"해도동, 포항시, 경상북도",35.994724,129.374189,2024-07-18 03:08:54.859966,60,30000,5,5,1
233,"단구동, 원주시, 강원도",37.341945,127.945571,2024-06-01 03:39:22.324018,120,25000,6,4,1
234,"하소동, 제천시, 충청북도",37.139092,128.194685,2024-07-18 08:10:31.368872,60,25000,5,5,0
235,"포남동, 강릉시, 강원도",37.753878,128.890478,2024-07-10 17:11:13.329450,240,35000,2,4,2
236,"삼산동, 남구, 울산",35.538377,129.337707,2024-06-28 18:16:40.224639,150,30000,3,2,3
237,"구월동, 남동구, 인천",37.449972,126.709778,2024-06-15 19:39:06.173359,270,25000,1,5,0
238,"삼계동, 김해시, 경상남도",35.227423,128.889092,2024-06-30 20:07:51.820995,60,15000,4,1,3
239,"배방읍, 아산시, 충청남도",36.775981,127.050716,2024-05-31 02:17:14.447317,150,25000,6,2,3
240,"보정동, 용인시, 경기도",37.312194,127.107635,2024-06-28 12:09:45.776140,150,20000,5,4,3
241,"문흥동, 북구, 광주",35.179975,126.931675,2024-06-11 13:01:53.533568,270,15000,2,1,3
242,"배방읍, 아산시, 충청남도",36.775981,127.050716,2024-07-01 22:15:26.325837,60,30000,1,2,1
243,"학산동, 중구, 울산",35.553244,129.254319,2024-06-30 11:08:00.838107,150,35000,6,4,3
244,"단구동, 원주시, 강원도",37.341945,127.945571,2024-06-29 16:50:39.218334,180,30000,4,1,3
245,"우동, 해운대구, 부산",35.163184,129.163564,2024-06-20 08:56:16.832630,210,30000,1,1,3
246,"삼계동, 김해시, 경상남도",35.227423,128.889092,2024-06-19 23:45:15.963760,300,30000,4,2,1
247,"모현동, 익산시, 전라북도",35.943108,126.945472,2024-07-12 07:30:31.056682,180,15000,5,6,1
248,"연수동, 충주시, 충청북도",36.983476,127.926342,2024-06-14 06:04:58.594119,90,35000,5,6,3
249,"동문동, 서산시, 충청남도",36.782492,126.451343,2024-05-23 14:07:56.334778,150,20000,6,1,1
250,"효목동, 동구, 대구",35.882869,128.636291,2024-06-12 11:22:00.637581,300,15000,3,3,3
251,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-07-18 20:19:09.697782,300,25000,4,6,3
252,"잠실동, 송파구, 서울",37.51154,127.082563,2024-05-21 13:48:29.803484,150,25000,2,2,1
253,"원평동, 구미시, 경상북도",36.119728,128.344754,2024-06-26 18:57:22.298754,300,35000,5,3,3
254,"돌산읍, 여수시, 전라남도",34.650891,127.674292,2024-06-06 01:34:47.350679,120,25000,3,6,2
255,"동문동, 서산시, 충청남도",36.782492,126.451343,2024-06-19 08:34:31.609360,150,35000,1,6,1
256,"삼산동, 남구, 울산",35.538377,129.337707,2024-06-05 21:45:29.527109,210,30000,5,5,0
