user_id,departure_address,latitude,longitude,arrival_datetime,num_passenger,num_luggage,car_seats
30,"경기도, 고양시, 주엽동",37.6721,126.7618,2024-07-02 22:04:39.800828,4,3,0
31,"경기도, 광명시, 철산동",37.4795,126.8648,2024-06-08 16:01:46.157241,1,3,1
32,"경기도, 의정부시, 금오동",37.7316,127.0857,2024-07-20 17:33:47.975595,4,0,0
33,"경기도, 부천시, 상동",37.5033,126.7545,2024-07-07 03:17:56.997396,3,5,0
34,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-01 00:55:13.038352,3,9,0
35,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-04 17:46:36.171412,2,1,1
36,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-06-12 01:40:59.620994,1,4,1
37,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-20 07:17:25.664480,2,8,0
38,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-17 17:30:43.864659,2,9,3
39,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-06-30 20:50:55.470416,4,1,2
40,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-07-19 10:15:56.038946,3,3,1
41,"경기도, 수원시, 매산로2가",37.266,127.0157,2024-07-06 07:39:23.484362,3,8,0
42,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-07-15 09:36:48.784547,4,10,0
43,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-07-25 23:47:32.727107,5,0,1
44,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-07-13 14:02:39.646243,3,2,1
45,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-15 05:29:38.375206,1,6,1
46,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-07-11 05:48:22.580269,4,2,1
47,"경기도, 성남시, 태평1동",37.4402,127.1371,2024-06-28 00:42:08.487304,3,7,0
48,"경기도, 부천시, 상동",37.5033,126.7545,2024-06-28 09:51:00.999712,1,10,0
49,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-07-04 20:15:04.440124,1,6,1
50,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-06-12 04:32:10.878092,5,7,1
51,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-25 05:56:10.290399,3,3,0
52,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-22 02:27:34.437029,4,6,1
53,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-27 15:01:37.559813,6,7,0
54,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-07-22 10:25:58.807893,6,2,0
55,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-07-08 04:01:07.576149,3,9,0
56,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-06-10 20:04:32.374607,3,0,3
57,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-26 04:37:51.935006,5,3,1
58,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-07-21 20:26:47.602422,5,0,0
59,"경기도, 고양시, 일산동",37.6783,126.7891,2024-06-05 18:10:34.259796,4,9,2
60,"경기도, 용인시, 역북동",37.2392,127.1874,2024-06-05 13:50:05.417845,3,9,3
61,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-07-03 16:14:42.991672,6,5,1
62,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-29 03:57:59.539966,6,8,1
63,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-07-09 12:27:16.064555,5,1,0
64,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-07-22 19:47:33.594424,4,1,0
65,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-22 18:18:55.114685,4,5,1
66,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-12 05:11:59.529902,2,6,0
67,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-07-10 10:00:38.587880,2,7,2
68,"경기도, 양주시, 고암동",37.785,127.0474,2024-06-04 12:03:32.377514,1,6,0
69,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-14 07:04:46.904513,1,4,1
70,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-07-14 22:51:55.595872,6,6,1
71,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-09 08:01:54.250528,2,7,0
72,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-07-04 06:01:48.795290,2,0,0
73,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-07-20 11:41:40.968296,1,7,2
74,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-28 15:09:22.039537,1,9,0
75,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-06-06 02:08:23.217106,4,5,0
76,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-24 16:05:30.946199,2,2,0
77,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-11 18:09:43.866970,2,0,1
78,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-05 17:51:31.314976,5,9,0
79,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-07-02 15:05:07.522826,2,2,1
80,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-07-04 10:51:26.316826,1,2,1
81,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-15 05:54:15.983963,4,10,1
82,"경기도, 안양시, 비산동",37.3925,126.9483,2024-07-11 19:40:52.083918,2,8,0
83,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-06-12 22:37:34.009758,1,5,1
84,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-07-07 03:01:16.044346,1,4,0
85,"경기도, 양주시, 고암동",37.785,127.0474,2024-07-10 00:26:14.349289,4,5,1
86,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-06-19 23:46:23.978359,6,3,0
87,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-07-16 10:59:52.460933,5,6,1
88,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-07-21 00:01:27.161095,6,0,0
89,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-07-01 16:19:55.397921,2,0,1
90,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-12 16:35:52.967850,1,2,0
91,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-30 08:45:01.889479,6,7,0
92,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-25 06:21:50.787594,4,5,0
93,"경기도, 고양시, 화정동",37.6347,126.8325,2024-06-27 10:52:50.877467,3,9,1
94,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-07-14 10:41:18.684653,2,8,2
95,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-01 02:14:02.953658,4,0,0
96,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-07-19 22:48:33.496008,6,0,0
97,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-18 19:09:40.618316,2,1,1
98,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-07-04 00:14:02.576980,1,9,1
99,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-22 22:00:32.475879,2,7,0
100,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-06-26 10:05:58.053481,5,10,0
101,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-20 01:21:10.893468,1,3,3
102,"경기도, 고양시, 주엽동",37.6721,126.7618,2024-06-12 10:54:31.866855,3,7,1
103,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-11 04:37:49.662173,5,10,1
104,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-07-09 15:40:33.328761,2,7,0
105,"경기도, 안양시, 비산동",37.3925,126.9483,2024-06-17 11:15:29.463358,5,4,0
106,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-06-12 08:08:19.598560,2,10,1
107,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-06-17 21:59:52.669134,2,2,1
108,"경기도, 의정부시, 금오동",37.7316,127.0857,2024-07-18 10:08:21.550637,5,7,3
109,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-06-13 06:01:51.138159,2,5,1
110,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-06-16 09:18:23.522810,5,0,0
111,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-06-21 06:38:14.656737,3,6,1
112,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-06-24 00:29:51.522829,6,7,1
113,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-04 08:12:32.501478,6,0,1
114,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-18 00:28:51.202633,2,9,0
115,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-07-05 12:37:33.142990,1,4,3
116,"경기도, 화성시, 반월동",37.2061,126.9955,2024-06-03 13:30:27.923849,6,9,0
117,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-07 06:43:16.494380,6,1,1
118,"경기도, 고양시, 화정동",37.6347,126.8325,2024-06-26 22:16:52.510350,4,1,1
119,"경기도, 광명시, 철산동",37.4795,126.8648,2024-06-26 17:05:06.570286,3,5,1
120,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-07-13 22:47:00.314256,2,8,0
121,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-07-26 08:13:23.044331,6,6,1
122,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-26 05:55:44.803108,4,6,1
123,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-11 05:32:21.581274,6,2,0
124,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-07-06 09:31:06.947594,4,8,1
125,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-06-05 18:45:45.850212,5,6,1
126,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-07-08 17:34:33.349012,1,6,0
127,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-19 20:59:05.667301,3,2,0
128,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-26 19:27:29.282635,3,4,0
129,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-07-18 14:36:45.241213,6,3,1
130,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-07-14 14:56:16.465071,4,2,0
131,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-07-13 19:51:06.050724,4,10,1
132,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-07-14 14:45:07.673944,5,9,1
133,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-15 00:11:50.602732,1,6,0
134,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-29 07:47:53.050315,6,10,1
135,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-14 12:54:20.166133,4,4,0
136,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-14 06:53:57.900157,4,8,0
137,"경기도, 성남시, 태평1동",37.4402,127.1371,2024-07-24 08:20:40.485763,2,9,1
138,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-07-04 21:44:41.595640,5,5,1
139,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-07-08 19:03:39.205306,4,8,1
140,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-07-01 07:36:32.605093,5,8,1
141,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-14 12:13:53.275996,1,3,1
142,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-14 01:13:30.716740,3,10,1
143,"경기도, 화성시, 반월동",37.2061,126.9955,2024-07-07 19:36:54.033615,2,2,0
144,"경기도, 고양시, 주엽동",37.6721,126.7618,2024-07-09 13:22:02.999830,4,0,0
145,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-07-21 12:45:14.080136,4,7,0
146,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-03 16:33:19.974788,6,9,1
147,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-07-05 21:32:04.398489,1,2,0
148,"경기도, 고양시, 주엽동",37.6721,126.7618,2024-06-08 13:15:11.071287,3,1,0
149,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-17 07:13:56.359958,2,5,3
150,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-03 00:00:52.470339,2,9,1
151,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-04 11:09:01.376195,6,9,1
152,"경기도, 고양시, 주엽동",37.6721,126.7618,2024-07-06 21:54:53.317406,3,9,1
153,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-28 11:17:21.039477,1,10,0
154,"경기도, 화성시, 반월동",37.2061,126.9955,2024-07-02 08:25:13.352561,6,7,0
155,"경기도, 성남시, 태평1동",37.4402,127.1371,2024-06-15 14:45:03.435866,2,5,1
156,"경기도, 화성시, 반월동",37.2061,126.9955,2024-06-20 05:00:15.412349,2,5,1
157,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-22 08:52:48.558501,4,10,1
158,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-06-17 10:05:01.064227,1,0,1
159,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-07 10:46:49.311477,5,6,1
160,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-27 14:42:36.545888,4,6,0
161,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-03 17:11:58.467454,3,4,0
162,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-16 22:23:48.665310,3,7,0
163,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-06-15 19:03:04.543919,6,5,0
164,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-08 11:35:03.060334,2,0,1
165,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-06-14 06:27:57.466087,3,10,0
166,"경기도, 포천시, 일동면",37.9956,127.3157,2024-06-09 14:56:00.684524,4,2,0
167,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-03 05:54:46.771410,2,8,1
168,"경기도, 포천시, 소흘읍",37.8471,127.1633,2024-07-23 19:29:36.571192,4,4,0
169,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-07-14 17:57:10.899599,3,3,1
170,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-06-21 16:18:09.063607,2,4,0
171,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-07-19 23:47:34.403738,3,6,0
172,"경기도, 양주시, 회암동",37.7543,127.0466,2024-07-28 10:48:26.912658,1,5,1
173,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-06-17 10:13:55.413881,4,9,1
174,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-04 02:01:09.863335,2,7,0
175,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-22 11:22:15.027460,1,8,1
176,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-09 14:56:12.045634,4,3,0
177,"경기도, 포천시, 일동면",37.9956,127.3157,2024-07-04 19:49:45.399357,3,8,0
178,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-06-16 11:57:59.172355,4,5,1
179,"경기도, 부천시, 상동",37.5033,126.7545,2024-06-14 19:03:16.877912,6,5,1
180,"경기도, 부천시, 상동",37.5033,126.7545,2024-06-19 23:27:13.207057,6,8,3
181,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-24 12:28:31.182797,5,6,1
182,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-25 21:49:01.054300,6,3,0
183,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-25 16:53:07.846992,3,0,1
184,"경기도, 화성시, 반월동",37.2061,126.9955,2024-06-08 20:07:51.578770,1,7,1
185,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-07-15 09:54:57.178633,2,1,1
186,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-21 18:46:36.425980,2,6,1
187,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-07-23 11:36:00.840555,4,0,0
188,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-07-27 08:37:04.783015,6,9,1
189,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-09 21:38:07.403309,1,1,0
190,"경기도, 수원시, 매산로2가",37.266,127.0157,2024-06-02 17:57:16.930511,3,3,0
191,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-26 02:56:55.252417,2,5,0
192,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-06-13 13:07:25.390947,1,3,0
193,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-06-22 00:30:41.519471,3,1,0
194,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-18 20:33:47.622945,6,5,1
195,"경기도, 포천시, 일동면",37.9956,127.3157,2024-06-27 01:31:25.660308,4,7,0
196,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-03 09:35:30.313776,4,9,0
197,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-10 07:34:38.090711,5,6,2
198,"경기도, 부천시, 상동",37.5033,126.7545,2024-07-11 13:55:03.724896,1,6,0
199,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-06-24 08:01:04.695536,4,2,1
200,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-19 14:22:59.805582,2,9,1
201,"경기도, 수원시, 매산로2가",37.266,127.0157,2024-07-08 15:22:28.296712,5,6,1
202,"경기도, 용인시, 역북동",37.2392,127.1874,2024-06-07 16:26:47.050066,2,3,1
203,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-05-30 14:56:57.881835,5,9,1
204,"경기도, 양주시, 회암동",37.7543,127.0466,2024-07-25 19:32:05.872524,1,0,1
205,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-06-30 21:11:31.687097,4,6,1
206,"경기도, 부천시, 상동",37.5033,126.7545,2024-06-28 22:06:38.506656,6,6,3
207,"서울특별시, 영등포구, 여의도동",37.5245,126.9275,2024-07-01 16:03:06.983550,2,9,1
208,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-07-27 23:37:08.939103,4,1,1
209,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-25 15:30:37.321531,3,7,0
210,"서울특별시, 은평구, 녹번동",37.6009,126.9351,2024-07-06 16:45:43.094194,4,6,0
211,"인천광역시, 연수구, 송도동",37.3832,126.6436,2024-06-03 18:03:39.668084,4,7,1
212,"경기도, 양주시, 회암동",37.7543,127.0466,2024-07-08 19:05:26.240662,2,6,0
213,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-07-06 00:42:44.481270,3,9,0
214,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-19 21:53:08.605877,3,0,1
215,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-06-21 09:52:31.118417,3,0,1
216,"경기도, 화성시, 반월동",37.2061,126.9955,2024-07-09 09:34:47.362748,6,9,1
217,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-07-03 15:56:02.175675,5,6,0
218,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-07-28 20:48:49.369150,5,8,1
219,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-02 20:30:34.835055,6,7,1
220,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-08 15:11:21.693577,2,0,0
221,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-07 18:41:47.447056,1,1,1
222,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-24 13:58:01.907638,4,1,1
223,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-03 11:07:56.163033,6,7,1
224,"경기도, 화성시, 반월동",37.2061,126.9955,2024-06-01 11:07:07.143481,3,6,0
225,"인천광역시, 미추홀구, 주안동",37.4639,126.6534,2024-06-03 17:41:10.346595,6,3,1
226,"경기도, 의정부시, 녹양동",37.7496,127.0779,2024-06-20 15:52:36.709378,6,6,0
227,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-12 12:52:11.391404,4,2,2
228,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-19 17:21:00.905456,6,5,1
229,"경기도, 성남시, 태평1동",37.4402,127.1371,2024-07-07 19:13:07.687482,6,1,0
230,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-25 01:47:25.783850,5,1,1
231,"경기도, 양주시, 회암동",37.7543,127.0466,2024-06-08 18:45:29.415538,5,10,0
232,"서울특별시, 강남구, 삼성동",37.5145,127.0593,2024-07-03 22:07:16.700617,5,3,1
233,"경기도, 화성시, 반월동",37.2061,126.9955,2024-06-13 14:37:43.183269,2,1,0
234,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-06-26 20:02:54.208491,2,3,1
235,"경기도, 양주시, 고암동",37.785,127.0474,2024-06-24 01:47:49.318617,1,7,1
236,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-07-10 15:20:54.283593,4,4,0
237,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-23 08:48:26.142190,2,4,0
238,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-05 02:09:42.147124,6,0,1
239,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-07-28 16:02:47.793923,1,0,0
240,"서울특별시, 마포구, 상암동",37.5796,126.8903,2024-07-13 14:53:09.412621,6,0,0
241,"서울특별시, 중구, 소공동",37.5641,126.9753,2024-06-28 12:13:01.211882,2,5,0
242,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-07-03 12:08:04.604948,4,0,1
243,"경기도, 수원시, 매산로2가",37.266,127.0157,2024-06-08 14:49:54.060088,6,10,0
244,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-16 20:36:53.129799,1,7,0
245,"인천광역시, 남동구, 구월동",37.4489,126.7021,2024-06-05 11:19:10.999567,2,2,3
246,"경기도, 광명시, 철산동",37.4795,126.8648,2024-06-11 11:06:03.696698,3,10,0
247,"서울특별시, 송파구, 잠실동",37.5117,127.0842,2024-06-13 04:16:46.900342,4,8,0
248,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-07-22 18:16:04.183548,3,0,0
249,"인천광역시, 중구, 운서동",37.4923,126.4923,2024-06-15 13:43:21.178396,5,10,0
250,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-23 13:34:17.021613,6,8,1
251,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-26 15:31:07.247848,2,7,0
252,"서울특별시, 종로구, 혜화동",37.5823,127.0018,2024-06-19 00:43:17.676957,3,3,1
253,"인천광역시, 중구, 항동7가",37.4736,126.6217,2024-06-29 21:52:21.038983,5,3,0
254,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-06-06 20:09:36.800313,4,0,1
255,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-11 11:42:42.972699,1,3,0
256,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-02 21:07:44.219024,4,5,0
257,"경기도, 광명시, 철산동",37.4795,126.8648,2024-07-23 04:12:51.334357,3,3,1
258,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-23 23:40:28.446454,2,5,0
259,"인천광역시, 동구, 화수동",37.4735,126.642,2024-07-14 20:04:36.931025,6,5,0
260,"경기도, 안양시, 비산동",37.3925,126.9483,2024-07-08 01:13:58.908615,5,3,0
261,"경기도, 평택시, 비전동",37.0283,127.112,2024-07-21 01:17:44.813665,2,3,1
262,"경기도, 안양시, 비산동",37.3925,126.9483,2024-07-07 01:39:12.466238,5,7,1
263,"경기도, 평택시, 비전동",37.0283,127.112,2024-06-20 11:41:00.270803,6,9,0
264,"인천광역시, 부평구, 부평동",37.4983,126.7246,2024-07-25 14:12:14.034795,4,4,2
265,"경기도, 남양주시, 호평동",37.6532,127.2394,2024-06-10 01:55:37.749405,2,5,3
266,"서울특별시, 강동구, 천호동",37.5459,127.1428,2024-06-15 07:26:23.618552,3,2,1
267,"서울특별시, 서초구, 서초동",37.4837,127.0324,2024-07-07 11:53:18.939134,2,0,0
268,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-07-06 21:50:35.623650,1,7,0
269,"경기도, 부천시, 상동",37.5033,126.7545,2024-06-18 13:07:37.521817,2,10,0
270,"경기도, 고양시, 화정동",37.6347,126.8325,2024-06-07 21:12:14.249140,1,10,3
271,"서울특별시, 종로구, 청운동",37.5866,126.9697,2024-06-15 03:37:43.346061,3,0,1
272,"인천광역시, 서구, 청라동",37.5336,126.6552,2024-07-24 21:14:15.882187,5,2,1
273,"인천광역시, 계양구, 계산동",37.5372,126.7356,2024-06-13 06:10:14.197906,4,10,1
274,"인천광역시, 강화군, 강화읍",37.746,126.487,2024-06-19 12:13:18.744592,5,8,1
